Round,item,id,main_slogan,secondary_slogan,Figuration,Label,Frame1,Frame2,comments
3,736_2020_21_Mackis_Linn 21_006,736,노랑 뚜껑 주세요 EN: Give me the [soju with the] yellow cap please.,BARLEY SOJU EN: BARLEY SOJU,Metonymy_other_text,CAP FOR SOJU,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,82_1989_25_JinRo_Jinro_001,82,"간편하게, 즐겁게 EN: Simply, delightfully",진로 팩소주 탄생! EN: The birth of Jinro carton soju!,Metonymy_other,CARTON FOR PORTABILITY,SOJU ATTRIBUTES,SOJU ATTRIBUTES,For baseball - this is more like a location where you would drink carton soju
5,82_1989_25_JinRo_Jinro_001,82,"간편하게, 즐겁게 EN: Simply, delightfully",진로 팩소주 탄생! EN: The birth of Jinro carton soju!,Metonymy_other_text,CARTON FOR PORTABILITY,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
10,443_2018_16.9_DaeSun_Daesun_014,443,Merry Christmas EN: Merry Christmas,NA,Personification,CELEBRITY FOR QUALITY,POP CULTURE,,
9,192_1994_25_JinRo_Jinro_001,192,"""真露만한 소주 어디 있나요"" EN: ""There's no soju as good as Jinro""","하는일은 달라도 소주는 하나! EN: Even if what we do is different, our soju is the same!",Personification,CELEBRITY FOR QUALITY ,POP CULTURE,,
10,797_2021_17.2_ChoongBuk_Cool Cheongpung_003,797,더 부드럽게 더 깨끗하게 EN: Smoother and cleaner,"충북대표소주 시원한청풍 EN: Chungbuk's representative soju, Cool Cheongpung",Personification,CELEBRITY FOR QUALITY ,POP CULTURE,,
6,682_2018_19.5_ChoongBuk_Cool Cheongpung_002,682,더 깨끗한 100% 천연암반수 EN: 100% natural spring water that (tastes) cleaner,초정 천연암반수로 만든 부드럽고 깨끗한 소주 충북의 대표소주 EN: Chungbuk's representative soju. Smooth and clean soju brewed using natural spring water from Chojung,Metonymy_nature_background,CHERRY BLOSSOMS FOR CLEANLINESS,NATURE,,
9,720_2020_16.9_DaeSun_Daesun_012,720,새해복 많이 받으세요 EN: Have a happy new year,"대선주조에 보내주시는 고객 여러분의 따뜻한 성원에 진심으로 감사의 말씀을 드립니다. EN: To all our customers, thank you for all the support you have given Daesun distillery",Metonymy_nature,CHERRY BLOSSOMS FOR CLEANLINESS,NATURE,,
4,71_1986_25_BaekHwa_Baekhwa_002,71,추석때면 빼놓을 수 없는 선물 - 백화수복 EN: Baekhwa Subok - a must-buy gift for Chuseok,NA,Metonymy_nature_text,AUTUMN FOR FESTIVITY,KOREANNESS,,
6,56_1972_30_BoBae_Bobae_004,58,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Metonymy_other_background,BUILDING FOR MODERNITY,MODERNITY,SOJU ATTRIBUTES,
5,56_1972_30_BoBae_Bobae_003,57,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Metonymy_other_background,BUILDING FOR MODERNITY,MODERNITY,SOJU ATTRIBUTES,
2,38_1977_25_GeumBok_Geumbokju_001,38,금복주타임! EN: Kumbokju time!,이제 금복주의 시간입니다. EN: It is now Kumbokju's time to shine/era,Metonymy_other,CLOCK FOR TIME (AFTER WORK),ONE OFF,,Soju is the prize after a long day's work
1,1_1968_30_GeumGok_Geumgok_001,1,"날로 品質이 向上되는 금곡소주 EN: Quality that improves everyday, Geumgok soju","한번마시고 다시 찾는 금곡소주로! EN: [Go with] Geumgok soju, one taste will have you coming back for more",Metonymy_other,MONEY FOR LUCK,POP CULTURE,,
5,512_2015_13.5_MuHak_Good Day Colour_002,512,"순~하게 색다르게 즐겨라! EN: Enjoy it lightly, enjoy it differently!",좋은데이 컬러시리즈 EN: Good Day Colour series,Metonymy_nature,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,"The megaphone could be from a trend for indie bands to sing with a megaphone. Overall, the model seems to represent an alternative and sassy image - which people might associate with women from Busan (this soju brand is from Busan)"
5,512_2015_13.5_MuHak_Good Day Colour_002,512,"순~하게 색다르게 즐겨라! EN: Enjoy it lightly, enjoy it differently!",좋은데이 컬러시리즈 EN: Good Day Colour series,Metonymy_nature_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
3,4_1969_25_MaSan_Muhak_001,4,"海外로 輸出하는 馬山名產 舞鶴소주 EN: A Masan specialty product, Muhak soju will be distributed overseas","마셔보면 다시 찾는 무학소주! EN: Muhak soju, one taste will have you coming back for more",Metonymy_nature,ANIMAL FOR LUCK,ANIMAL,,"Cranes, money and pinetrees are all emblems of good fortune"
9,720_2020_16.9_DaeSun_Daesun_012,720,새해복 많이 받으세요 EN: Have a happy new year,"대선주조에 보내주시는 고객 여러분의 따뜻한 성원에 진심으로 감사의 말씀을 드립니다. EN: To all our customers, thank you for all the support you have given Daesun distillery",Metonymy_nature_background,ANIMAL FOR LUCK,ANIMAL,,
8,712_2020_16.9_DaeSun_Daesun_004,712,DaeSun time EN: DaeSun time,오늘밤은 대선이다! EN: Tonight it's Daesun!,Metonymy_other_text,DAESUN FOR PARTYING,FESTIVITY,,
5,738_2020_16.9_Mackis_Ijewoolinn_001,738,"당연했던 나날들로 내일은 더 가깝게 이제우린 EN: With the many days gone by, tomorrow we'll be even closer, with Ijewoolin",NA,Metonymy_nature,SUNRISE FOR NEW START,NOVELTY,,This looks like the light show at the Busan Bridge…? - YES!
,24_1964_35_SeoGwang_Jinro_002,24,"이른아침의 참 이슬 <真露>  EN: The fresh dew of early dawn, Jinro","9月은 진미의 季節, 真味의 ""真露는"" 여러분에게 흥겨운 가을을 마시게 한답니다 EN: September is the season of authentic taste. Drink the real taste of Jinro for a merry autmn",Metonymy_nature_text,DEW FOR CLEANLINESS,WATER,,
7,74_1986_25_BoHae_Bohae_001,74,보해소주 상표가 새롭게 바뀌었읍니다 EN: The Bohae soju logo has changed,"품질을 생명으로 애주가와 함께 해온 보해 35년 EN: Bohae, which lives by its quality, has spent the last 35 years alongside our fellow alcohol enthusisasts",Metonymy_nature,DEW FOR CLEANLINESS,WATER,,
9,612_2015_13_JinRo_Chamisul Grapefruit_001,612,"상큼한 기분 가벼운 이슬 자몽에 이슬 EN: A refreshing feeling, light as dew, Chamisul Grapefruit",NA,Metonymy_nature_text,DEW FOR CLEANLINESS,WATER,,
3,768_2020_16.9_JinRo_Chamisul Fesh_004,768,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature,DEW FOR CLEANLINESS,WATER,,"Fresh also implies no hangover! Here it is interesting that the drop of dew is almost as big as the bottle of soju. Whereas we saw that bottles were highlighted in old adverts, in the modern adverts the patterns is to see other overdimensioned elements"
4,769_2020_16.9_JinRo_Chamisul Fesh_005,769,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature,DEW FOR CLEANLINESS,WATER,,Fresh also implies no hangover! 
7,781_2021_16.5_JinRo_Chamisul Fesh_001,781,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_nature_text,DEW FOR CLEANLINESS,WATER,,
7,781_2021_16.5_JinRo_Chamisul Fesh_001,781,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature_background,DEW FOR CLEANLINESS,WATER,,
10,721_2021_16.9_DaeSun_Diamond_001,721,다이아몬드 EN: Diamond,FOR YOUR SHINING LIFE EN: FOR YOUR SHINING LIFE,Metonymy_other_text,LUXURIOUS OBJECT FOR QUALITY,QUALITY,,
4,156_1994_23_BoHae_City_001,156,가거라! 조미료소주 이제부터 산소소주 EN: Go away artificially flavoured soju! Now it's oxygen-rich soju,지금까지 마셔온 소주가 조미료소주였다니… EN: I can't believe I've been drinking articificially soju up until now…,Metonymy_nature_text,DRINKING OXYGEN RICH SOJU FOR NOT GETTING DRUNK ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
5,159_1995_23_BoHae_City_001,159,산소가 좋아! 맛이 좋아! EN: Oxygen is good! The taste is good!,산이나 바다에서 술을 마시면 이상하게도 덜 취하고 빨리 깹니다. 그것은 바로 산소 때문입니다. EN: For some strange reason when we drink at the mountains or the beach we don't get as drunk and sober up quickly. The reason for that is the oxygen.,Metonymy_nature_text,DRINKING OXYGEN RICH SOJU FOR NOT GETTING DRUNK ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,70_1986_25_BaekHwa_Baekhwa_001,70,새해첫잔 EN: The first glass of the new year,"건강과 평안을 비는 백화수복으로 시작하십시오 EN: Start [your year] with Baekhwa Subok, which prays for your health and happiness.",Personification,DRINKING SOJU FOR (NEW YEAR) FESTIVITY,KOREANNESS,,celebration for men // New year is a time to try a new project. Soju is a metaphor for a new birth?
9,257_2004_21_BoHae_Yipsejoo_004,257,水준이 다르다 21도 잎새주 EN: 21 degrees Yipsejoo. The standard (quality of water) is different,"단풍나무수액을 함유한 싱그러운 소주, 잎새주 EN: Yipsejoo, a refreshing soju that contains maple tree sap",Metonymy_nature,WATER FOR CLEANLINESS,WATER,,
5,296_2004_21_JinRo_Chamjinisulro_005,296,"고마워라는 말, 괜히 쑥스럽죠? 그냥 소주한잔 할까?라고 말해보세요 EN: For some reason you feel shy saying 'Thank you', right? Try saying 'Should we have a glass of soju?' instead",소주가 있다! 참이슬이 있다! EN: There's soju! There's Chamisul!,Metonymy_nature_background,WATER FOR CLEANLINESS,WATER,,
2,735_2020_21_Mackis_Linn 21_005,735,찐소주 EN: Strong soju,NA,Metonymy_nature,WATER FOR CLEANLINESS,WATER,,"not sure about this one - i guess the strength is conveyed through the strokes that make the letters. LB: Yellow also seems to represent barley, and maybe an auttumnal feel?"
8,787_2021_16.5_JinRo_Chamisul Fesh_007,787,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature,WATER FOR CLEANLINESS,WATER,,DROP OF WATER IS A NEW MASCOT?
9,788_2021_16.5_JinRo_Chamisul Fesh_008,788,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature,WATER FOR CLEANLINESS,WATER,,DROP OF WATER IS MASCOT
10,797_2021_17.2_ChoongBuk_Cool Cheongpung_003,797,더 부드럽게 더 깨끗하게 EN: Smoother and cleaner,"충북대표소주 시원한청풍 EN: Chungbuk's representative soju, Cool Cheongpung",Metonymy_nature,WATER FOR CLEANLINESS,WATER,,
10,797_2021_17.2_ChoongBuk_Cool Cheongpung_003,797,더 부드럽게 더 깨끗하게 EN: Smoother and cleaner,"충북대표소주 시원한청풍 EN: Chungbuk's representative soju, Cool Cheongpung",Metonymy_nature,WATER FOR CLEANLINESS,WATER,,
8,255_2004_21_BoHae_Yipsejoo_002,255,"지금까지 그냥 물로 만든 소주를 드셨다면 이곳 남도에선 노령산맥 청정지역 지하 253m 천연암반수로 만든 잎새주를 드셔 보세요 EN: If you've only had soju made with plain water up until now, try Yipsejoo here in Nando. It's made with bedrock water 235m below the surface at the clean zones of the Noryeong mountain ranges",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_nature_background,WATER FOR CLEANLINESS,WATER,,
8,744_2020_16.9_MuHak_Cheongchun & Good Day_002,744,브라보 청춘! EN: Bravo Cheongchun!,더 이상 소주에 당은 없다! 無가당 소주!  EN: There's no such thing as sugar in soju anymore! Soju with no added sugar!,Metonymy_nature,WATER FOR CLEANLINESS,WATER,,"The snapping fingers seem to be connected to being precise or exact or definite - this is definitely a good soju. We don't really cpature it here, but this ad has a lot to do with youth, or with reminiscing about your youth."
8,787_2021_16.5_JinRo_Chamisul Fesh_007,787,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Personification,DROP OF WATER IS PERSON,WATER,,
8,64_1973_30_JinRo_Jinro_002,65,"새로운 맛, 새로운 品質! EN: New taste, new quality!",25度 真露소주 全國販賣開始 EN: 25% Jinro soju commencing sales worldwide,Metonymy_other_background,BUILDING FOR MODERNITY,MODERNITY,SOJU ATTRIBUTES,
2,479_2012_16.8_Lotte_Chumchurum Cool_002,479,"16.8도 상쾌해서 필름 안 끊겨 EN: 16.8 percent: It's smooth, so [your] film doesn't get cut short",Think Casual EN: Think Casual,Metonymy_other_text,FILM FOR CONSCIOUSNESS,POP CULTURE,,
,431_2018_16.9_DaeSun_Daesun_002,431,대~한민국 선수 파이팅! EN: Let's go South Korea!,NA,Metonymy_other_text,FINGERS FOR LOVE (HEART FOR LOVE),POP CULTURE,,
1,753_2020_17.3_BoHae_Yipsejoo_003,753,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Metonymy_other,FINGERS FOR LOVE (HEART FOR LOVE),POP CULTURE,,
2,79_1982_30_BoHae_Bohae30_001,79,화끈한 보해30 EN: Hot Bohae 30,이제 기호에 맞게 선택하십시오 EN: Now choose the taste that is right for you,Metonymy_other,FIRE FOR HOT ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,339_2009_20.1_JinRo_Chamjinisul_004,339,"소주가 최고다, 참이슬이 힘이다. EN: Soju is the best, Chamisul is strength.",더 힘찬 대한민국을 위하여! EN: For a more spirited Republic of Korea!,Personification_text,FIST FOR STRENGTH FOR SPIRITED COUNTRY,POP CULTURE,,
9,339_2009_20.1_JinRo_Chamjinisul_004,339,"소주가 최고다, 참이슬이 힘이다. EN: Soju is the best, Chamisul is strength.",더 힘찬 대한민국을 위하여! EN: For a more spirited Republic of Korea!,Metonymy_other,FIST FOR STRENGTH FOR SPIRITED COUNTRY,POP CULTURE,,
,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_other_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
,349_2005_19.5_ChoongBuk_Siwon Soju_007,349,아스파라긴이 아침까지 깨끗하게 - 시원한 원샷! EN: Asparagin keeps things clean until the next morning - take a refreshing shot!,"깨끗한 소주 시원소주 EN: Clean soju, Siwon soju.",Metonymy_other_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
8,577_2012_20.1_JinRo_Chamisul Classic_003,577,"시간이 흘러도 흘러가지 않는 것, 클랜식이라는 그런 것. EN: [Being] Classic is like time that passes whilst not passing.","소주 다운 소주 EN: A soju-like soju. ([i.e., a real soju])",Metonymy_nature,FLOWER FOR NATURE,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metonymy_nature,FLOWER FOR NATURE,NATURE,,
1,753_2020_17.3_BoHae_Yipsejoo_003,753,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Metonymy_nature,FLOWER FOR NATURE,NATURE,,
8,787_2021_16.5_JinRo_Chamisul Fesh_007,787,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature,FLOWER FOR NATURE,NATURE,,
4,71_1986_25_BaekHwa_Baekhwa_002,71,추석때면 빼놓을 수 없는 선물 - 백화수복 EN: Baekhwa Subok - a must-buy gift for Chuseok,NA,Metonymy_nature_background,AUTUMN FOR FESTIVITY,KOREANNESS,,"What is the flower? // not sure if it highlights the season or the concept of family and festivity - More the latter, I think - Confirmed that the flower (a type of orchid) is associated with Chuseok festivities."
8,787_2021_16.5_JinRo_Chamisul Fesh_007,787,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature_background,FOREST FOR CLEANLINESS,NATURE,,
9,612_2015_13_JinRo_Chamisul Grapefruit_001,612,"상큼한 기분 가벼운 이슬 자몽에 이슬 EN: A refreshing feeling, light as dew, Chamisul Grapefruit",NA,Metonymy_nature,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
,321_2007_19.5_JinRo_Chamisul Fresh_006,321,대한민국 세대공감 EN: Loved by all generations of the Republic of Korea,특허받은 천연대나무 숯으로 정제한 깨끗하고 깔끔한 소주 - 참이슬 fresh. EN: Clean and smooth soju distilled using patented natural bamboo charcoal.,Personification_text,GENERATIONS FOR AUTHORITY,PAST,,
7,64_1973_30_JinRo_Jinro_001,64,"새로운 맛, 새로운 品質! EN: New taste, new quality!",25度 真露소주 全國販賣開始 EN: 25% Jinro soju commencing sales worldwide,Metonymy_other_text,GLOBAL FOR MODERNITY,MODERNITY,SOJU ATTRIBUTES,
9,431_2018_16.9_DaeSun_Daesun_002,431,대~한민국 선수 파이팅! EN: Let's go South Korea!,NA,Metonymy_other,GOAL FOR SUCCESSFUL SPORTS EVENT,POP CULTURE,,
7,85_1994_25_KyeungWeol_Green_001,85,소주의 금메달리스트 그린소주 EN: The soju gold medalist Green soju,"깨끗한 뒤끝으로 인정받고, 마실때 부드러워 사랑받았습니다! EN: Recognised for its clean aftertaste and loved for its smoothness",Metonymy_other,GOLD MEDAL FOR QUALITY,POP CULTURE,,
7,85_1994_25_KyeungWeol_Green_001,85,소주의 금메달리스트 그린소주 EN: The soju gold medalist Green soju,"깨끗한 뒤끝으로 인정받고, 마실때 부드러워 사랑받았습니다! EN: Recognised for its clean aftertaste and loved for its smoothness",Metonymy_other_text,GOLD MEDAL FOR QUALITY,POP CULTURE,,
4,56_1972_30_BoBae_Bobae_002,56,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Metaphor_other_text,GOOD IS KOREAN,KOREANNESS,,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metaphor_other_text,GOOD IS KOREAN,KOREANNESS,,
2,38_1977_25_GeumBok_Geumbokju_001,38,금복주타임! EN: Kumbokju time!,이제 금복주의 시간입니다. EN: It is now Kumbokju's time to shine/era,Metaphor_other_text,GOOD IS LIGHT,QUALITY,SOJU ATTRIBUTES,
4,25_1964_35_SeoGwang_Jinro_003,25,"1924-1964 真味의 真露 EN: 1924-1964 The real taste, Jinro",NA,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
1,37_1974_16_Gyeongju_Gyeongju Beobju_001,37,"소주의 참맛 금복주 EN: The real taste of soju, Kumbokju",순곡으로 빚은 경주법주 EN: Gyeongju beobju made with pure grains,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
4,40_1972_25_DaeSun_Daesun_001,40,항도부산에 명주 EN: Hangdo Busan should be paired with fine liquor,大鮮소주 EN: Daesun soju,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
4,56_1972_30_BoBae_Bobae_002,56,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
3,80_1982_25_BoHae_Bohae Maechwi_001,80,매취는 왜 좋은 술일까 EN:  Why is maechui good alcohol?,피로를 회복시벼 주고 활력을 증진시켜줍니다 EN: [It] helps you recover from fatigue and increases your stamina,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
5,156_1994_23_BoHae_City_002,157,가거라! 조미료소주 이제부터 산소소주 EN: Go away artificially flavoured soju! Now it's oxygen-rich soju,지금까지 마셔온 소주가 조미료소주였다니… EN: I can't believe I've been drinking articificially soju up until now…,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
2,343_2005_19.5_ChoongBuk_Siwon Soju_002,344,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,뒤끝없는 세상! 뒤끝없는 시원! EN: A world without resentment! Refreshed without the hangover!,Metaphor_primary,GOOD IS UP,QUALITY,SOJU ATTRIBUTES,
4,5_1964_35_MiSeong_Miseong_001,5,"소주라면 미성 소주 EN: When it comes to soju, it should be Miseong soju",NA,Metaphor_primary,GOOD IS UP ,QUALITY,SOJU ATTRIBUTES,
3,352_2005_19.5_ChoongBuk_Siwon Soju_010,352,"학교와 학번은 달라도 우린 시원 EN: Even if we're from different schools and different years, we all choose Siwon!",초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_nature,GRASS FOR RIVER OR POND,NATURE,,"Age doesn't matter - soju brings people together. Does it also have to do with a new marketing strtegy to expand the scope of the target consumer (from business men to women adn young people)? LB: Yes, I agree."
4,354_2005_19.5_ChoongBuk_Siwon Soju_012,354,부드러운 맛! 새로워진 시원소주 EN: A smooth taste! A new Siwon Soju,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_nature,GRASS FOR RIVER OR POND,NATURE,,The choice of red clothes here is interesting - very different to other ads.
5,357_2005_19.5_ChoongBuk_Siwon Soju_015,357,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metonymy_nature,GRASS FOR RIVER OR POND,NATURE,,"what are the things that are swithc up? The convention of soju being hard liquour for business men? - There is a play on words here since the idiom for ""switching up"" literally means ""changing the water in which you play"", and the soju brand is saying that they use clean spring water. So it's about switching up the soju for a better brand."
10,340_2009_20.1_JinRo_Chamjinisul_005,340,마음까지 Fresh EN: Fresh to the heart,깨끗하고 깔끔한 소주 EN: A clean and smooth soju.,Metonymy_other,GREEN FOR CLEANLINESS,GREEN,COLOUR,
10,617_2016_16.9_JinRo_Chamisul 16.9_001,617,대한민국이 즐기는 16.9 EN: The 16.9 that the Republic of Korea is enjoying.,부산 최초공개. 참이슬 콜? EN: Revealed in Busan for the first time! Chamisul call?,Metonymy_other,GREEN FOR CLEANLINESS,GREEN,COLOUR,
1,92_1994_25_KyeungWeol_Green_008,92,소주요? 고정관념을 깨고 맛으로 선택하세요! EN: Soju? Break free of cliches and choose based on taste!,부드럽고 깨끗한 그린고주로 바꿔보세요 EN: Switch to smooth and clean Green soju,Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
2,116_1997_25_KyeungWeol_Green_002,116,GREEN 世上！자연에서 태어난 부드러운 맛으로 세계인의 술문화를 이끌어 가겠습니다 EN: A GREEN world! We will lead the world's drinking culture with our smooth taste born from nature,대관령 기슭에서 태어나 부드럽고 깨끗한 - 그린소주 EN: Smooth and clean Green soju born from the foot of Daegwalleong Pass,Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
,213_1997_25_JinRo_Barrel Aged Premium Soju_012,213,혼자서 안될 땐 머리를 맞대본다 EN: We put our heads together when we can't figure it our on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
3,213_1997_25_JinRo_Barrel Aged Premium Soju_012,213,혼자서 안될 땐 머리를 맞대본다 EN: We put our heads together when we can't figure it our on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,
2,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,"Soju is cleanliness? Should ""woman is leaf"" be text slogan? LB: Yes, correct."
,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
,279_2000_23_JinRo_Chamjinisulro_001,279,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
7,321_2007_19.5_JinRo_Chamisul Fresh_006,321,대한민국 세대공감 EN: Loved by all generations of the Republic of Korea,특허받은 천연대나무 숯으로 정제한 깨끗하고 깔끔한 소주 - 참이슬 fresh. EN: Clean and smooth soju distilled using patented natural bamboo charcoal.,Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
4,669_2015_19.5_ChoongBuk_Cool Cheongpung_005,669,천연암반수! 부드러움의 차이 EN: Natural spring water! (Taste) the difference in smoothness,초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
10,749_2021_16.9_MuHak_Good Day_001,749,과당0% 깨끗하고 부드러운 무가당 소주 EN: Clean and smooth soju with 0% fructose,영양정보 당류0% 나트륨0% 탄수화물0% 지방0% 트랜스지방0% 포화지방0% EN: Nutritional information. Sugars 0% Natrium 0% Carbohydrates 0% Fats 0% Trans fats 0% Saturated fats 0%,Metonymy_other_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
9,88_1994_25_KyeungWeol_Green_004,88,"관광용 소주, 이정도는 돼야합니다 EN: Travel gift soju has to be at least as good as this","국내 최초, 원적외선 처리한 청정수로 빚습니다 EN: The first [soju] in the country to be brewed with water purified using infrared light",Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,
10,89_1994_25_KyeungWeol_Green_005,89,마실때 부드럽다! 뒤끝이 깨끗하다! 그린소주 EN: Goes down smooth! The aftermath is clean! Green soju,소주 - 그 오해를 풉시다! EN: Soju - let's resolve the misunderstanding!,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,"what misunderstanding do they refer to? That soju leads to hangovers? LB: Yes, that soju is a harsh drink that will give you hangovers."
9,257_2004_21_BoHae_Yipsejoo_004,257,水준이 다르다 21도 잎새주 EN: 21 degrees Yipsejoo. The standard (quality of water) is different,"단풍나무수액을 함유한 싱그러운 소주, 잎새주 EN: Yipsejoo, a refreshing soju that contains maple tree sap",Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,
